model_short_name,model_id,answer_policy,render_mode,metric,k,n,estimate,ci95_low,ci95_high
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,overrefusal_rate,29,300,0.09666666666666666,0.06815029481828931,0.13538170196951116
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,distractor_rate,82,660,0.12424242424242424,0.10123035359812826,0.1516032960489762
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,final_accuracy,521,660,0.7893939393939394,0.7566572365653589,0.8187813639080407
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,supported_accuracy,276,300,0.92,0.8837267595665261,0.9456531446048553
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,supported_injection_failure_rate,20,240,0.08333333333333333,0.05459148575977611,0.12520344752485624
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,unsupported_abstention_rate,245,360,0.6805555555555556,0.6307018482563682,0.7265966312004926
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,unsupported_hallucination_rate,115,360,0.3194444444444444,0.27340336879950744,0.3692981517436319
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,distractor_rate,79,660,0.11969696969696969,0.09710681684926961,0.14668853017259825
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,final_accuracy,655,660,0.9924242424242424,0.9823895772138347,0.996759873853468
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,supported_accuracy,295,300,0.9833333333333333,0.9615846051669054,0.9928605226493666
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,supported_injection_failure_rate,4,240,0.016666666666666666,0.006499940721831639,0.04206218188834188
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,unsupported_abstention_rate,360,360,1.0,0.9894419431113063,0.9999999999999999
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,unsupported_hallucination_rate,0,360,0.0,0.0,0.010558056888693507
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,distractor_rate,5,660,0.007575757575757576,0.003240126146532062,0.017610422786165363
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,final_accuracy,404,660,0.6121212121212121,0.5744001310291356,0.6485446670600348
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,supported_accuracy,255,300,0.85,0.805182388854671,0.8859675312881468
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,supported_injection_failure_rate,41,240,0.17083333333333334,0.12849613105455987,0.2235418662402997
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,unsupported_abstention_rate,149,360,0.41388888888888886,0.3641813431356028,0.4654147666618944
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,unsupported_hallucination_rate,211,360,0.5861111111111111,0.5345852333381056,0.6358186568643973
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,overrefusal_rate,26,300,0.08666666666666667,0.05982889751804311,0.12395595869424827
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,distractor_rate,112,660,0.1696969696969697,0.14299015476707047,0.20022652113240044
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,final_accuracy,508,660,0.7696969696969697,0.7360706193053864,0.8002020031253209
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,supported_accuracy,280,300,0.9333333333333333,0.899276940483885,0.9564324844548417
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,supported_injection_failure_rate,16,240,0.06666666666666667,0.04144890054707901,0.10553783006893866
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,unsupported_abstention_rate,228,360,0.6333333333333333,0.582389775397912,0.6814614094317696
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,unsupported_hallucination_rate,132,360,0.36666666666666664,0.3185385905682304,0.41761022460208785
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,distractor_rate,90,660,0.13636363636363635,0.11227780611848903,0.16465798386257985
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
